time,Vmax,count_rhs,maxErrorFactorPSI,maxPSI,minPSI,maxS,minS,fmax,ratio_addition,KSP_iteration
0,0,0,50,0.703616329184731937,0.599999999999999867,0,0,0,0,0
0.100000000000000006,1.00000000000000337e-09,0,50,0.703616329184731937,0.600000187310941291,1.0000000000000074e-10,9.99987512649505514e-11,2.42135669245042696e-15,0,1
1.10000000000000009,9.99999999999979176e-10,0,50,0.703616329184731937,0.600002060178822849,1.09999999999998483e-09,1.09979275460506381e-09,5.50883759114595244e-17,0,1
11.0999999999999996,9.99999999998088034e-10,0,50,0.703616329184731937,0.600020765528765487,1.10999999999808162e-08,1.10790487715366044e-08,9.99395645619627782e-18,0,1
111.099999999999994,9.99999999891180524e-10,0,50,0.703616329184732381,0.600206613153754898,1.11099999994189469e-07,1.09909112460476681e-07,2.35602214278783639e-18,0,1
350.422079762762451,9.99999998987018554e-10,0,50,0.703616329184732159,0.600642444082246318,3.50422079635624543e-07,3.39336311851495995e-07,1.249373597200093e-18,0,1
581.913611375900473,9.99999997280820402e-10,0,50,0.703616329184745037,0.601052401198479025,5.81913610788095356e-07,5.52171058647567197e-07,7.28448334638698292e-19,0,1
1530.58426184278051,9.99999983025407894e-10,0,50,0.703616329185047351,0.602627935663452408,1.53058425148650052e-06,1.34523167551427846e-06,2.81638454962054863e-19,0,1
2573.79274639703181,9.9999995559336102e-10,0,50,0.703616329186052658,0.604187239977892476,2.57379270400046421e-06,2.08951731510603951e-06,2.93920432697242218e-19,0,1
3705.36702871618991,9.99999914895077923e-10,0,50,0.70361632918833994,0.605710265565567396,3.70536691401808645e-06,2.77845426285203643e-06,2.74226916673579735e-19,0,1
5957.53100069126231,9.99999809088418677e-10,0,50,0.703616329198036183,0.608338500027252649,5.95753058332296075e-06,3.88315684947613925e-06,1.84441424264623899e-19,0,1
8079.49638530676384,9.99999688309315542e-10,0,50,0.703616329215127068,0.610448915692941352,8.07949544178962633e-06,4.69969114089878298e-06,2.48815928255950725e-19,0,1
10019.2487429688626,9.99999566056781017e-10,0,50,0.703616329238799687,0.612154468764032567,1.00192470794107542e-05,5.32202148095567427e-06,1.37017133750107215e-19,0,1
12267.2267871502081,9.99999413877902864e-10,0,50,0.703616329276929409,0.613922210804826229,1.2267223978032662e-05,5.93455534179325186e-06,1.46494958091224462e-19,0,1
14704.1566985714326,9.99999238794919222e-10,0,50,0.70361632933229723,0.615631465766034891,1.47041522478651805e-05,6.49486429211023279e-06,1.34166766237778138e-19,0,1
17465.9658904814714,9.99999030153348203e-10,0,50,0.703616329413980557,0.617354797200678873,1.74659590513207603e-05,7.02602607424027157e-06,1.33831205666179454e-19,0,1
20701.9341458415547,9.99998775375310127e-10,0,50,0.703616329537091634,0.619147588583549235,2.0701923759721979e-05,7.54529178374074804e-06,7.496241583200558e-20,0,1
