time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition,KSP_iteration
0,0,0,0,0,0,0,0.703616329184731937,0.599999999999999867,0,0,0,0,0
0.100000000000000006,1.00000000000000275e-09,8,0,0,0,0,0.703616329184731937,0.600000187310941069,1.00000000000000482e-10,9.99987512656724474e-11,2.19921507579101365e-11,286671744.920519054,1
1.10000000000000009,1.00000000000055034e-09,3,0,0,0,0,0.703616329184717948,0.600002060307400331,1.10000000000018811e-09,1.09989577499617242e-09,1.07075194804974598e-14,27343437.7189553902,1
11.0999999999999996,9.99999999781876464e-10,4,0,0,0,0,0.703616329190147494,0.600020771154045951,1.10999999994772898e-08,1.10835427081506341e-08,7.96191873713830613e-15,3549922.32994356519,1
42.5048952898983075,1.00000002244143883e-09,5,0,0,0,0,0.703616328631853527,0.600079886949883123,4.27228917454880433e-08,4.25048954255419928e-08,2.76999482871287768e-13,1210301.30260053091,1
53.2759755910618367,1.00000003339854619e-09,18,0,0,0,0,0.703616328361658439,0.600100185938886699,5.3593701601252306e-08,5.32759759778765308e-08,1.08110955287283721e-14,1655939.77734207315,1
67.3747121507933002,1.00000003958269734e-09,5,0,0,0,0,0.703616328205468378,0.600126540900376426,6.76500751507150813e-08,6.73747130470761562e-08,1.61387641610793033e-14,1518030.35000709095,1
85.3403738015620377,1.00000003601438907e-09,4,0,0,0,0,0.70361632828429288,0.600159805989759931,8.5340375459015008e-08,8.53061817324093298e-08,2.52110361392691553e-14,1295131.91461133258,1
118.159055198701196,1.00000002740675258e-09,5,0,0,0,0,0.703616328497689403,0.6002203051572228,1.1815905783828908e-07,1.17345692710120148e-07,5.9472460674732674e-13,842170.662581312703,1
152.724044330044592,1.00000004031821145e-09,4,0,0,0,0,0.703616328173445771,0.600284250265626707,1.52724047693901404e-07,1.51274738249539704e-07,5.55124400283657395e-13,713012.665942240506,1
203.019525295722076,1.00000007387424222e-09,5,0,0,0,0,0.703616327332207248,0.600377177134684081,2.03019531160943718e-07,2.00553614071234822e-07,2.76411450635284561e-11,518058.925395560858,1
248.489759676921835,1.00000007720071928e-09,5,0,0,0,0,0.703616327244953044,0.600460109589001534,2.48489769630341782e-07,2.44243095314304624e-07,9.8038317063805542e-15,494585.673042865528,1
