time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition,KSP_iteration
0,0,0,0,0,0,0,0.703616329184731937,0.599999999999999867,0,0,0,0,0
0.100000000000000006,1.00000000000000316e-09,4,0,0,0,0,0.703616329184731937,0.60000018731094007,1.00000000000000327e-10,9.99987512662502847e-11,3.7720137910973099e-15,0,1
1.10000000000000009,9.99999999999987448e-10,2,0,0,0,0,0.703616329184717948,0.600002060307440077,1.09999999999999765e-09,1.09989577525818705e-09,2.61512131572125034e-16,0,1
11.0999999999999996,1.00000000003312658e-09,2,0,0,0,0,0.703616329190147383,0.60002077113446306,1.11000000000885796e-08,1.10835419134101195e-08,2.05632896879681931e-15,0,1
42.4953052699466554,1.00000000084813647e-09,2,0,0,0,0,0.703616328106073441,0.60007987194625334,4.27130733285214839e-08,4.24953052647819292e-08,2.36045275190635735e-13,0,1
53.2539783966521938,1.00000000098986932e-09,6,0,0,0,0,0.703616327613184045,0.600100148805799538,5.35713736301247106e-08,5.3253978376366677e-08,8.04244379121567873e-14,0,1
67.3169691981619707,1.00000000092543546e-09,2,0,0,0,0,0.703616327343576375,0.600126437682010017,6.75925603012410015e-08,6.73169691428775836e-08,1.37417910353636796e-13,0,1
85.2410910061513363,1.00000000068327834e-09,2,0,0,0,0,0.703616327501860539,0.600159626012690461,8.52410910592332271e-08,8.52091065168439861e-08,1.43477572623349273e-14,0,1
117.967586227464707,1.00000000060267372e-09,2,0,0,0,0,0.703616327859516111,0.60021995590988908,1.17967586294694206e-07,1.17161121903948719e-07,3.19268251091730897e-13,0,1
152.449572558793761,1.00000000095715639e-09,2,0,0,0,0,0.703616327217769455,0.600283750155599316,1.52449572644006589e-07,1.51009953587571445e-07,6.59844302915363942e-14,0,1
202.606547389945916,1.00000000070462043e-09,2,0,0,0,0,0.703616325727096981,0.600376426346247105,2.02606547534596752e-07,2.00156014139673013e-07,1.08074632782389254e-12,0,1
247.957645102849341,9.99999999419044028e-10,2,0,0,0,0,0.703616325670444853,0.600459145577052822,2.47957645282596329e-07,2.43738204154574018e-07,2.46367993932781614e-13,0,1
299.803395389109994,9.99999997906966967e-10,2,0,0,0,0,0.703616326771581146,0.600552528180674283,2.99803395511924536e-07,2.92621947028537127e-07,1.79479537446860203e-13,0,1
359.685559363757989,9.99999997164849266e-10,2,0,0,0,0,0.703616327545900533,0.60065982691871378,3.59685559301943791e-07,3.48642832480175017e-07,3.48952347933536612e-13,0,1
422.244702927430353,9.9999999656855813e-10,2,0,0,0,0,0.703616327039062406,0.600771754923160151,4.22244702626398081e-07,4.0704538407378723e-07,4.24923844280001607e-14,0,1
519.538751938076985,9.99999994037788086e-10,4,0,0,0,0,0.703616325646073126,0.600944610748577523,5.19538751231974823e-07,4.96935833445529828e-07,6.69442960741779662e-15,0,1
610.659924122895177,9.99999992734581781e-10,2,0,0,0,0,0.70361632583010314,0.601104034923515163,6.10659922803546301e-07,5.79198053576726552e-07,2.99757519272371735e-13,0,1
717.42653336431249,9.99999992975603187e-10,2,0,0,0,0,0.703616327267491015,0.601288006011293841,7.17426530787124635e-07,6.7338185091259012e-07,2.57219433816977179e-13,0,1
831.263442156122096,9.99999992896038545e-10,2,0,0,0,0,0.703616327992833357,0.601482003313900671,8.31263438298634195e-07,7.72150832104956848e-07,3.72053078975001462e-13,0,1
949.787660494265197,9.99999991027181942e-10,2,0,0,0,0,0.703616327359461669,0.601682064339898903,9.4978765582380561e-07,8.7354374139697421e-07,4.03674726837718184e-17,0,2
1132.88549809102892,9.99999986298125653e-10,4,0,0,0,0,0.703616326044621099,0.601986302393672013,1.13288549152219177e-06,1.02655338032788425e-06,1.54941545230384732e-14,0,1
1303.6091208678622,9.99999982891534502e-10,2,0,0,0,0,0.703616326413850857,0.602263785695312803,1.3036091114964941e-06,1.16454600473523714e-06,8.15687053085144623e-15,0,2
1513.68420634467157,9.99999980369733991e-10,2,0,0,0,0,0.703616327985955636,0.602597641804811679,1.51368419273697547e-06,1.32866656192555864e-06,2.60121725083382969e-13,0,1
1728.17535521846821,9.99999976949576457e-10,2,0,0,0,0,0.703616328561608384,0.60293141934405492,1.72817533699793221e-06,1.49103914571081503e-06,4.27073717449910823e-13,0,1
1953.16271017859412,9.9999997104604033e-10,2,0,0,0,0,0.703616327800324126,0.603274456692979633,1.95316268643896991e-06,1.65627327680689372e-06,6.27353893592713478e-16,0,2
2280.06406689419782,9.99999960288776287e-10,2,0,0,0,0,0.703616326687199645,0.603759495246051547,2.28006403227433021e-06,1.88678560929680932e-06,1.77518537377595645e-13,0,2
2591.47907501336704,9.99999950591654421e-10,2,0,0,0,0,0.703616327177400747,0.604206673578079556,2.59147902617361764e-06,2.09578973256348733e-06,2.26357315527623941e-15,0,2
3002.96052614391738,9.99999938840918338e-10,2,0,0,0,0,0.703616328780028555,0.604777158092708822,3.00296045379584748e-06,2.35768989520227292e-06,1.30429510126819632e-13,0,2
3406.74404593645022,9.99999925500556599e-10,2,0,0,0,0,0.703616329149293507,0.605317134943578639,3.40674394622505358e-06,2.60118000809073002e-06,5.62788648369576825e-14,0,2
3835.51316484371364,9.9999990804148061e-10,2,0,0,0,0,0.703616328252308909,0.605870748783522983,3.83551303021230627e-06,2.84657581924937205e-06,2.68012595928577516e-15,0,2
4391.97759026648419,9.99999882602730977e-10,2,0,0,0,0,0.703616327355645388,0.606560109705364225,4.39197739803481645e-06,3.14592308952691339e-06,8.98220463275528321e-14,0,2
4945.60709736021545,9.99999856970768289e-10,2,0,0,0,0,0.703616327855036694,0.607215207019976666,4.94560683248205485e-06,3.42382652391617107e-06,2.59263444385622079e-16,0,2
5735.22062817129972,9.99999820100995118e-10,2,0,0,0,0,0.703616329329404211,0.608102069617749375,5.73522023447395144e-06,3.79022749896035807e-06,1.41820488610834268e-13,0,2
6490.15644782316303,9.99999781485288106e-10,2,0,0,0,0,0.70361632945349073,0.60890416783300283,6.49015590402286677e-06,4.11260289530046063e-06,3.51300022143112784e-14,0,2
7309.5742266320467,9.99999734743175535e-10,2,0,0,0,0,0.703616328427840609,0.60972954746739394,7.30957348638329176e-06,4.43577990326435432e-06,6.27455982238681303e-15,0,2
8287.56909254142374,9.99999675116560667e-10,2,0,0,0,0,0.703616327693100785,0.610658600601464485,8.2875680649882768e-06,4.78906960613575872e-06,4.94038071476038008e-14,0,2
9285.62226687552356,9.99999612871594492e-10,2,0,0,0,0,0.703616328226562504,0.611550207642400534,9.28562088307039704e-06,5.11767119409160539e-06,2.22540225078293481e-16,0,2
10763.805396913187,9.99999518510917518e-10,4,0,0,0,0,0.703616329536475793,0.612779919737894363,1.07638033689454613e-05,5.5548610627347625e-06,3.18169821306830362e-16,0,2
12150.7850594512001,9.99999424793920444e-10,2,0,0,0,0,0.703616329461637435,0.613849342200967318,1.2150782299617969e-05,5.92105847470268061e-06,1.91075942172891215e-14,0,2
13698.0055904441979,9.99999313679352601e-10,2,0,0,0,0,0.70361632840625965,0.614959405975300077,1.36980018585006733e-05,6.28801971339782471e-06,6.9825247827785342e-15,0,2
15479.617512506411,9.99999180606040625e-10,2,0,0,0,0,0.703616327870282721,0.616143311793804438,1.54796124417540987e-05,6.66466296620180521e-06,2.34953662326894703e-14,0,2
17349.0432242894531,9.99999038501851135e-10,2,0,0,0,0,0.703616328550719872,0.617291947123855045,1.73490364870242202e-05,7.01575067295708161e-06,1.72861107447118325e-15,0,2
19957.845160999932,9.99998836432690615e-10,2,0,0,0,0,0.703616329710389676,0.618760398858952732,1.99578356482576991e-05,7.44524765728280214e-06,9.79763046087949461e-14,0,2
22389.8279366116658,9.99998641833393303e-10,2,0,0,0,0,0.703616329600779578,0.620011445039630349,2.2389815359458104e-05,7.79540545108092502e-06,1.14629546851910966e-14,0,2
25135.5756718357625,9.99998414991314946e-10,2,0,0,0,0,0.703616328805494295,0.621309369471345185,2.51355590608750533e-05,8.14407268281353564e-06,1.65535913579703932e-15,0,2
28528.3996183396157,9.99998128469370936e-10,2,0,0,0,0,0.703616328679755543,0.622771742367169701,2.85283771479943757e-05,8.51914862414600781e-06,5.60778845650023263e-15,0,2
32347.0626042248368,9.9999780221369474e-10,2,0,0,0,0,0.703616329917736039,0.624262440366553428,3.23470323587978317e-05,8.88254188297645891e-06,1.72051804523708283e-14,0,2
36375.4739914435195,9.9999745377819364e-10,2,0,0,0,0,0.703616331112234761,0.625689225362358825,3.63754341846526645e-05,9.21392340252308686e-06,4.92188280691759072e-14,0,2
40238.4015229329452,9.99997114112575545e-10,2,0,0,0,0,0.70361633134650492,0.626941245461729801,4.02383512267746437e-05,9.49271922205029537e-06,8.37907930134956726e-15,0,2
