time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition
0,0,0,0,0,0,0,0,0,0,0,0,0
0.100000000000000006,1.00000000000000585e-09,5,0,0,0,0,0,0,0,0,9.64285528512913646e-15,0
1.10000000000000009,1.00000000000054993e-09,2,0,0,0,0,0,0,0,0,1.07075194871149047e-14,0
11.0999999999999996,9.99999999781873155e-10,3,0,0,0,0,0,0,0,0,1.01571623781798903e-14,0
42.5048952898983075,1.00000002244248087e-09,3,0,0,0,0,0,0,0,0,1.12626280348121676e-14,0
53.2759755910618367,1.00000003340008661e-09,9,0,0,0,0,0,0,0,0,1.03564257466112059e-14,0
67.3747121507933002,1.00000003958415793e-09,3,0,0,0,0,0,0,0,0,1.25860526486648267e-14,0
85.3403738015620377,1.00000003601438866e-09,3,0,0,0,0,0,0,0,0,1.100334933721605e-14,0
118.159055198701196,1.00000002740678918e-09,3,0,0,0,0,0,0,0,0,1.28576435102982255e-14,0
152.724044330044592,1.00000004031826687e-09,3,0,0,0,0,0,0,0,0,1.13440839334308196e-14,0
203.019525428699552,1.0000000738743754e-09,3,0,0,0,0,0,0,0,0,4.72069985263382e-14,0
248.489759874796874,1.00000007720090394e-09,3,0,0,0,0,0,0,0,0,1.33561764799986493e-14,0
300.451744666338641,1.00000005381798475e-09,3,0,0,0,0,0,0,0,0,1.27195432933194701e-14,0
360.502844106354019,1.00000003518417601e-09,3,0,0,0,0,0,0,0,0,1.1303619345607231e-14,0
423.232193975238886,1.00000004450494662e-09,3,0,0,0,0,0,0,0,0,1.13646405503851352e-14,0
520.681773491785975,1.00000007580903525e-09,6,0,0,0,0,0,0,0,0,1.2118030340910359e-14,0
612.002720122585856,1.00000007391611369e-09,3,0,0,0,0,0,0,0,0,1.16999477755457473e-14,0
718.959351224682337,1.00000004197566489e-09,3,0,0,0,0,0,0,0,0,1.18325434091232471e-14,0
833.0765219083396,1.00000002248455624e-09,3,0,0,0,0,0,0,0,0,1.18748048772555816e-14,0
951.892919558272183,1.00000003314279187e-09,3,0,0,0,0,0,0,0,0,1.11745141065035171e-14,0
1135.62237387005598,1.00000006159166912e-09,6,0,0,0,0,0,0,0,0,1.02959420677835764e-14,0
1306.84575032032626,1.00000005391721272e-09,3,0,0,0,0,0,0,0,0,1.12156761444818793e-14,0
1517.4214392044662,1.00000001522945104e-09,3,0,0,0,0,0,0,0,0,1.67940384249315913e-14,0
1732.47284289158119,9.9999999459504581e-10,3,0,0,0,0,0,0,0,0,1.34350399867193443e-14,0
1958.0169911982432,1.00000000401131008e-09,3,0,0,0,0,0,0,0,0,1.02661725580121065e-14,0
2286.20203493228246,1.00000002259401001e-09,3,0,0,0,0,0,0,0,0,5.07235243338150942e-14,0
2598.64850893995981,1.00000000593152426e-09,3,0,0,0,0,0,0,0,0,1.37247894616802323e-14,0
3011.26473390883484,9.99999955846767801e-10,3,0,0,0,0,0,0,0,0,4.06752177360022323e-14,0
3416.16828185661461,9.9999992858707228e-10,3,0,0,0,0,0,0,0,0,1.83079937696717956e-14,0
3846.01097200037157,9.99999929581273273e-10,3,0,0,0,0,0,0,0,0,1.1374398845566357e-14,0
4404.4087641286751,9.99999928851881746e-10,3,0,0,0,0,0,0,0,0,3.23141272534429961e-14,0
4959.77678045915309,9.99999895669500867e-10,3,0,0,0,0,0,0,0,0,1.1539621991816697e-14,0
5751.29665063265384,9.99999821648500531e-10,3,0,0,0,0,0,0,0,0,1.04619110573564516e-13,0
6508.21283237237458,9.99999773477273807e-10,3,0,0,0,0,0,0,0,0,1.12672557637507251e-14,0
7329.54766734127952,9.99999748602191513e-10,3,0,0,0,0,0,0,0,0,1.0952238903889631e-14,0
8310.51665264988696,9.99999710852009691e-10,3,0,0,0,0,0,0,0,0,1.68619543964228552e-14,0
9311.45620938615684,9.99999640202693071e-10,3,0,0,0,0,0,0,0,0,1.4222477287713921e-14,0
10792.9658663720002,9.99999510906459204e-10,7,0,0,0,0,0,0,0,0,3.21670058326210831e-14,0
12183.3298684439869,9.9999941159386053e-10,3,0,0,0,0,0,0,0,0,2.49387576208858453e-14,0
13733.7314951154694,9.99999324314344874e-10,3,0,0,0,0,0,0,0,0,1.24068600518278631e-14,0
15520.5381219320298,9.99999210454405111e-10,3,0,0,0,0,0,0,0,0,1.27468249796437092e-14,0
17395.29329969623,9.99999057380274963e-10,3,0,0,0,0,0,0,0,0,2.18930781608663579e-13,0
20010.5850142048148,9.99998824233056229e-10,4,0,0,0,0,0,0,0,0,8.95959910867630249e-15,0
22448.3347808734543,9.99998626863485963e-10,4,0,0,0,0,0,0,0,0,1.09568428389778684e-14,0
25198.9390756024368,9.99998421182862747e-10,3,0,0,0,0,0,0,0,0,5.15267176800139761e-13,0
28602.7349702193023,9.99998148983255533e-10,4,0,0,0,0,0,0,0,0,1.27745911382080951e-14,0
32433.4422069332613,9.99997803193973455e-10,4,0,0,0,0,0,0,0,0,1.31725655243378146e-14,0
36471.9546996874997,9.9999742908602807e-10,4,0,0,0,0,0,0,0,0,1.01939279067932741e-14,0
40343.2783468372363,9.99997087150979994e-10,4,0,0,0,0,0,0,0,0,1.39372098598828786e-14,0
44686.5426315901859,9.99996713497988081e-10,4,0,0,0,0,0,0,0,0,9.04646325212389211e-15,0
51841.9422829133691,9.99996072414612926e-10,4,0,0,0,0,0,0,0,0,1.29700036808799079e-14,0
58967.2810072156863,9.99995394257847889e-10,8,0,0,0,0,0,0,0,0,1.05789689404407179e-14,0
65445.2114931176839,9.99994778749446193e-10,4,0,0,0,0,0,0,0,0,1.30853118121674309e-14,0
71519.2715259190445,9.99994216538932758e-10,4,0,0,0,0,0,0,0,0,1.41236298464059895e-14,0
78247.7500112430716,9.9999359874708678e-10,4,0,0,0,0,0,0,0,0,9.82663090840999398e-15,0
88510.654025468466,9.9999263759778101e-10,4,0,0,0,0,0,0,0,0,1.06650001491876937e-14,0
99945.1388313170755,9.99991539947067071e-10,8,0,0,0,0,0,0,0,0,1.07250626671065113e-14,0
110676.036667752371,9.99990512106643085e-10,4,0,0,0,0,0,0,0,0,1.10743136701660631e-14,0
120785.738642448545,9.99989554534694114e-10,4,0,0,0,0,0,0,0,0,1.0946148458458726e-14,0
132099.51072424234,9.99988484160792957e-10,4,0,0,0,0,0,0,0,0,1.16629674958009975e-14,0
148298.372829776723,9.99986934950352901e-10,4,0,0,0,0,0,0,0,0,9.90117111967682391e-15,0
167295.609932017454,9.99985098550560433e-10,8,0,0,0,0,0,0,0,0,1.15206784764736296e-14,0
185048.004698594945,9.99983386428363465e-10,4,0,0,0,0,0,0,0,0,1.07220691231977617e-14,0
201730.826322584559,9.99981786048450273e-10,4,0,0,0,0,0,0,0,0,1.07166534736095392e-14,0
220213.525509939762,9.9998001329662156e-10,4,0,0,0,0,0,0,0,0,1.05082050909585012e-14,0
245181.678239190398,9.99977607770577641e-10,4,0,0,0,0,0,0,0,0,1.35307023620476052e-14,0
276502.565757849254,9.99974580254737862e-10,8,0,0,0,0,0,0,0,0,1.13714412495440863e-14,0
306168.569097305473,9.99971720865285744e-10,4,0,0,0,0,0,0,0,0,1.22725225644775063e-14,0
333951.081844663306,9.99969053235401076e-10,4,0,0,0,0,0,0,0,0,1.14480564989601653e-14,0
364283.63071939681,9.9996614466733991e-10,4,0,0,0,0,0,0,0,0,1.27115650370497226e-14,0
403264.905677051283,9.99962406743770547e-10,4,0,0,0,0,0,0,0,0,1.17033031170681023e-14,0
458098.75331801438,9.99957157778542661e-10,4,0,0,0,0,0,0,0,0,1.2495674194315304e-14,0
509213.350064492261,9.99952290452136211e-10,4,0,0,0,0,0,0,0,0,1.28467546040861109e-14,0
555821.777179110446,9.99947875675009769e-10,4,0,0,0,0,0,0,0,0,1.34076257260903798e-14,0
604833.771792703192,9.99943252007514577e-10,4,0,0,0,0,0,0,0,0,1.22079041753815549e-14,0
664775.899983567768,9.99937620873265025e-10,4,0,0,0,0,0,0,0,0,1.18905806888815419e-14,0
749684.522603432415,9.99929697103256288e-10,4,0,0,0,0,0,0,0,0,1.24878378648266803e-14,0
835611.027817978524,9.99921753395993454e-10,4,0,0,0,0,0,0,0,0,1.20123953102133239e-14,0
914315.263160790782,9.99914544530176089e-10,4,0,0,0,0,0,0,0,0,1.05888973510033934e-14,0
995214.057277623215,9.99907197623683033e-10,4,0,0,0,0,0,0,0,0,1.47636634023909632e-14,0
1091403.85258859,9.99898544204661356e-10,4,0,0,0,0,0,0,0,0,1.17685709274498084e-14,0
1224494.20900397329,9.99886724533962243e-10,4,0,0,0,0,0,0,0,0,1.19720449023197112e-14,0
1367354.30254643736,9.99874242275294122e-10,4,0,0,0,0,0,0,0,0,1.61445831045461924e-14,0
1499436.96925856965,9.99862888347249244e-10,4,0,0,0,0,0,0,0,0,1.12506753593331988e-14,0
1632809.26414610608,9.99851600218022795e-10,4,0,0,0,0,0,0,0,0,1.11495885746709638e-14,0
1787532.10923952563,9.99838724240608431e-10,4,0,0,0,0,0,0,0,0,1.17633228269981901e-14,0
1995497.01588901109,9.99821786275895858e-10,4,0,0,0,0,0,0,0,0,1.21603768547901926e-14,0
2231769.82654020004,9.9980304803862091e-10,4,0,0,0,0,0,0,0,0,1.15424664264744795e-14,0
2453614.29019097332,9.99785927078560186e-10,4,0,0,0,0,0,0,0,0,1.04163845073056841e-14,0
2674667.79417095752,9.99769305127136893e-10,4,0,0,0,0,0,0,0,0,1.07962264188165538e-14,0
2924875.46203726716,9.99751000057192192e-10,4,0,0,0,0,0,0,0,0,1.15002170889209884e-14,0
3251158.31986772316,9.99727910753004862e-10,4,0,0,0,0,0,0,0,0,1.40093676774276527e-14,0
3639812.08492532931,9.99701504098908479e-10,4,0,0,0,0,0,0,0,0,1.3677844378632795e-14,0
4012328.44610894099,9.99677242367043616e-10,4,0,0,0,0,0,0,0,0,1.26599063222449823e-14,0
4379763.73255119659,9.99654249446026046e-10,4,0,0,0,0,0,0,0,0,1.11861450740714711e-14,0
4785411.90064817574,9.996298748621168e-10,4,0,0,0,0,0,0,0,0,1.301373930288639e-14,0
5297877.94412350841,9.99600483381687442e-10,4,0,0,0,0,0,0,0,0,1.30807144891991187e-14,0
5932705.47610543482,9.99566043510840757e-10,4,0,0,0,0,0,0,0,0,1.32394496769885332e-14,0
6557990.93827227317,9.99534021389626909e-10,4,0,0,0,0,0,0,0,0,1.36095619933223696e-14,0
7169907.65954562463,9.99504298610057436e-10,4,0,0,0,0,0,0,0,0,1.14949924060930676e-14,0
7830926.08450450748,9.99473775328947837e-10,4,0,0,0,0,0,0,0,0,1.22843228311014315e-14,0
8642949.45064879581,9.99438242199872189e-10,4,0,0,0,0,0,0,0,0,1.61318413417762398e-14,0
9673147.49484034441,9.99395796142789169e-10,4,0,0,0,0,0,0,0,0,1.46402151437562247e-14,0
10718535.4313680939,9.99355198182034724e-10,4,0,0,0,0,0,0,0,0,1.66476039211533267e-14,0
11737196.7429504804,9.99317575990212194e-10,4,0,0,0,0,0,0,0,0,1.39774353296437128e-14,0
12816658.5654777605,9.99279391084464036e-10,4,0,0,0,0,0,0,0,0,1.2102535533291831e-14,0
14108528.5880884062,9.99235500616608726e-10,4,0,0,0,0,0,0,0,0,1.37680242434608559e-14,0
15770572.3618844878,9.99181248009671761e-10,4,0,0,0,0,0,0,0,0,1.60322285565696274e-14,0
17514507.7212785259,9.99126299985207634e-10,4,0,0,0,0,0,0,0,0,2.28153137169262844e-14,0
19213342.8231455907,9.9907420332789509e-10,4,0,0,0,0,0,0,0,0,2.12364476359549566e-14,0
20982175.3283882216,9.99021097719645515e-10,4,0,0,0,0,0,0,0,0,2.53391001763573467e-14,0
23048788.7682168484,9.98960210043698852e-10,4,0,0,0,0,0,0,0,0,2.59699041989259882e-14,0
25713085.1774980612,9.98883216990454551e-10,4,0,0,0,0,0,0,0,0,1.91108286225243794e-14,0
28614254.995635476,9.98801038297102076e-10,4,0,0,0,0,0,0,0,0,2.21991815780350501e-14,0
31451037.2856427133,9.98722210492033665e-10,4,0,0,0,0,0,0,0,0,3.30818012802049021e-14,0
34361536.4970040247,9.98642822905590526e-10,4,0,0,0,0,0,0,0,0,3.13074904960380393e-14,0
37688118.8535919785,9.98553860152058813e-10,4,0,0,0,0,0,0,0,0,2.94078640650862539e-14,0
41929375.8808751032,9.98443050651932947e-10,4,0,0,0,0,0,0,0,0,4.62743040742009851e-14,0
46731618.9955387264,9.9832087682461215e-10,4,0,0,0,0,0,0,0,0,4.44555553326935097e-14,0
51469360.0500076115,9.98203458177191749e-10,4,0,0,0,0,0,0,0,0,3.3496898157828019e-14,0
56273066.9793446362,9.98087245303935775e-10,4,0,0,0,0,0,0,0,0,5.48606915018505519e-14,0
61651497.1713513136,9.97960171387624705e-10,4,0,0,0,0,0,0,0,0,4.24594921459801806e-14,0
68399171.6352191567,9.97804772399004059e-10,4,0,0,0,0,0,0,0,0,6.24404030687860647e-14,0
76313266.017602697,9.97627479395643171e-10,4,0,0,0,0,0,0,0,0,5.94146915489791497e-14,0
84230552.6315272599,9.97454765203375726e-10,4,0,0,0,0,0,0,0,0,5.53699381169127141e-14,0
92180849.5146847665,9.97285433503262393e-10,4,0,0,0,0,0,0,0,0,8.16120928167874846e-14,0
100909456.27888307,9.97103728267772614e-10,4,0,0,0,0,0,0,0,0,7.16519910970323944e-14,0
111645623.397108257,9.96885605351405373e-10,4,0,0,0,0,0,0,0,0,1.03028301215126749e-13,0
124601860.005765691,9.96629436876801844e-10,4,0,0,0,0,0,0,0,0,1.0916233917153658e-13,0
137822305.356932521,9.96375271753207704e-10,4,0,0,0,0,0,0,0,0,9.55607856194405202e-14,0
151015232.54133746,9.96128369186605314e-10,4,0,0,0,0,0,0,0,0,1.18315655612017123e-13,0
165245832.872384638,9.95869133054222806e-10,4,0,0,0,0,0,0,0,0,1.12413902992262204e-13,0
181973366.701257288,9.95573372848607189e-10,4,0,0,0,0,0,0,0,0,1.36273715790945647e-13,0
202183288.650905281,9.95228489987308133e-10,4,0,0,0,0,0,0,0,0,1.69685362821013938e-13,0
223885719.708742082,9.94872822596701145e-10,4,0,0,0,0,0,0,0,0,1.44049323592503307e-13,0
245825014.662173301,9.94528274478972731e-10,4,0,0,0,0,0,0,0,0,1.38565489829970789e-13,0
268395509.590355575,9.94189167075188286e-10,4,0,0,0,0,0,0,0,0,2.18894499863817578e-13,0
293737747.052960098,9.93826531676373246e-10,4,0,0,0,0,0,0,0,0,2.28573694159403125e-13,0
321819518.665985763,9.93446421253802212e-10,4,0,0,0,0,0,0,0,0,2.60150308993941696e-13,0
350162521.099111736,9.93085129818966507e-10,4,0,0,0,0,0,0,0,0,3.16009883193479141e-13,0
378235996.699591637,9.92748570341086218e-10,3,0,0,0,0,0,0,0,0,3.1218091210865644e-13,0
409501758.528915882,9.92397592140748825e-10,3,0,0,0,0,0,0,0,0,2.74130481249578977e-13,0
438373430.485138297,9.92094723031730857e-10,6,0,0,0,0,0,0,0,0,3.30849101667379055e-13,0
465224943.752669096,9.91830415332984828e-10,3,0,0,0,0,0,0,0,0,2.56621231688470626e-13,0
490713696.890270352,9.91594235680552955e-10,3,0,0,0,0,0,0,0,0,2.64293302588119863e-13,0
517999384.86356616,9.91356460449463191e-10,3,0,0,0,0,0,0,0,0,3.09079326284974338e-13,0
549846046.125935674,9.91097492427955843e-10,3,0,0,0,0,0,0,0,0,4.52505743217050747e-13,0
581701876.461029172,9.90857164341614395e-10,3,0,0,0,0,0,0,0,0,4.16520057584273184e-13,0
611512858.922573805,9.90648056689626837e-10,3,0,0,0,0,0,0,0,0,5.32763696462212698e-13,0
640684465.102895498,9.90457195184328644e-10,3,0,0,0,0,0,0,0,0,3.81052979927127953e-13,0
669845396.145634174,9.9027907978708087e-10,3,0,0,0,0,0,0,0,0,4.62070097609519445e-13,0
697189710.044406533,9.90122802134509743e-10,3,0,0,0,0,0,0,0,0,4.8668608833051032e-13,0
721841283.847548723,9.89990249168734033e-10,3,0,0,0,0,0,0,0,0,5.90303037683888304e-13,0
746452355.357806206,9.89865310779540809e-10,3,0,0,0,0,0,0,0,0,5.3959793519501908e-13,0
770889620.346761465,9.89748131869539402e-10,3,0,0,0,0,0,0,0,0,5.57793288818132166e-13,0
795151596.013225436,9.89638171828546874e-10,3,0,0,0,0,0,0,0,0,4.76928696006587406e-13,0
820586979.133779764,9.89529309827602761e-10,3,0,0,0,0,0,0,0,0,5.59560098805432195e-13,0
851376052.38790679,9.89405758009314718e-10,3,0,0,0,0,0,0,0,0,6.24014966740868487e-13,0
876529024.154897928,9.89311083738782566e-10,6,0,0,0,0,0,0,0,0,5.40360297785466352e-13,0
899533360.896728396,9.89229130896848821e-10,3,0,0,0,0,0,0,0,0,4.56868513067297873e-13,0
920982437.391471028,9.89156501557390062e-10,3,0,0,0,0,0,0,0,0,5.53422234151862836e-13,0
943448758.84273243,9.89084152941531951e-10,3,0,0,0,0,0,0,0,0,5.18441725757658411e-13,0
974255529.541345358,9.88990821659878775e-10,3,0,0,0,0,0,0,0,0,7.31052272559391789e-13,0
1005222524.78590465,9.88903472254688296e-10,3,0,0,0,0,0,0,0,0,6.86640404733940731e-13,0
1035975932.81120753,9.88822762833226148e-10,3,0,0,0,0,0,0,0,0,6.16322675466980082e-13,0
1068629694.41875589,9.88743263652239893e-10,3,0,0,0,0,0,0,0,0,7.29116880448488688e-13,0
1103679874.46617556,9.88664594620373805e-10,3,0,0,0,0,0,0,0,0,6.84853697448055692e-13,0
1133117093.66007638,9.88603508454744105e-10,10,0,0,0,0,0,0,0,0,8.64221367891741862e-13,0
1155139300.23791838,9.88560591446286308e-10,7,0,0,0,0,0,0,0,0,8.52201465940576554e-13,0
1175172531.0310235,9.8852349393179237e-10,3,0,0,0,0,0,0,0,0,8.78268192027662159e-13,0
1194039526.4872508,9.88490155757669248e-10,4,0,0,0,0,0,0,0,0,6.93388927366289408e-13,0
1214511912.80924511,9.88455639982044321e-10,3,0,0,0,0,0,0,0,0,9.21143210449406829e-13,0
1236088982.86597085,9.8842102663844472e-10,6,0,0,0,0,0,0,0,0,7.53828002749170598e-13,0
1256585197.92913866,9.88389731798428556e-10,3,0,0,0,0,0,0,0,0,7.94383341001958386e-13,0
1276324850.65034747,9.88360975603213177e-10,3,0,0,0,0,0,0,0,0,8.91651432592130796e-13,0
1297565347.34741473,9.88331473845454691e-10,3,0,0,0,0,0,0,0,0,9.29529245166765859e-13,0
1321685743.91327429,9.88299689772845299e-10,4,0,0,0,0,0,0,0,0,8.35211356695041959e-13,0
1347166636.42722607,9.88267986452019777e-10,3,0,0,0,0,0,0,0,0,7.58418787599616719e-13,0
1371861761.54039335,9.88238989159174568e-10,4,0,0,0,0,0,0,0,0,7.76240213056364642e-13,0
1396323702.59227443,9.88211840418446859e-10,4,0,0,0,0,0,0,0,0,7.78223244155215854e-13,0
1421009957.03592086,9.88185930793698142e-10,3,0,0,0,0,0,0,0,0,7.50704503167365235e-13,0
1445184965.62838173,9.8816191109010189e-10,3,0,0,0,0,0,0,0,0,7.58442950711220467e-13,0
1468397148.99438214,9.88140024763311645e-10,3,0,0,0,0,0,0,0,0,8.41622638833073158e-13,0
1491846264.94117689,9.88119009969332104e-10,3,0,0,0,0,0,0,0,0,9.47476629632353994e-13,0
1502547014.32758355,9.88109767220350771e-10,10,0,0,0,0,0,0,0,0,8.04800304166840077e-13,0
1516994110.47840047,9.8809761975427884e-10,4,0,0,0,0,0,0,0,0,7.56187830042717367e-13,0
1534094171.60057878,9.88083717438525002e-10,4,0,0,0,0,0,0,0,0,8.74194297834079661e-13,0
1555453765.45750546,9.88067049614029845e-10,7,0,0,0,0,0,0,0,0,8.48787636038824939e-13,0
1586510273.94279885,9.88044136005238836e-10,8,0,0,0,0,0,0,0,0,7.79420799087462651e-13,0
1616963189.03541923,9.88023118192365008e-10,7,0,0,0,0,0,0,0,0,9.21471940873600005e-13,0
1640124916.8038311,9.88008055981489195e-10,9,0,0,0,0,0,0,0,0,9.92356499250239558e-13,0
1661345139.68778825,9.87994936751132443e-10,4,0,0,0,0,0,0,0,0,9.90448042102525182e-13,0
1681908902.07360005,9.87982832655363014e-10,3,0,0,0,0,0,0,0,0,8.02761129958214243e-13,0
1704897153.93826127,9.87970003415288388e-10,3,0,0,0,0,0,0,0,0,9.28907277582568105e-13,0
1713058905.46762943,9.8796562614345488e-10,18,0,0,0,0,0,0,0,0,9.74836132755997721e-13,0
1730430919.61430669,9.87956619744851184e-10,6,0,0,0,0,0,0,0,0,9.39432565387700879e-13,0
1760797931.7945559,9.87941900753258985e-10,7,0,0,0,0,0,0,0,0,9.98137807522510513e-13,0
1797735986.73304677,9.87925805791372115e-10,10,0,0,0,0,0,0,0,0,9.43227454686584775e-13,0
1829723290.44202423,9.87913561408238071e-10,14,0,0,0,0,0,0,0,0,9.20801620515351455e-13,0
1837041952.01241589,9.87910992793340558e-10,22,0,0,0,0,0,0,0,0,9.12991187282971727e-13,0
1848930182.07854104,9.87907012320818237e-10,3,0,0,0,0,0,0,0,0,9.85442816698431432e-13,0
1865726175.67695665,9.87901803560421129e-10,8,0,0,0,0,0,0,0,0,9.16227528936876672e-13,0
1890471513.58892155,9.87895039064926603e-10,4,0,0,0,0,0,0,0,0,9.55322057533400395e-13,0
1921949377.09438419,9.87888001544927889e-10,5,0,0,0,0,0,0,0,0,9.35688859458793913e-13,0
1923988493.82056093,9.87887603932282678e-10,29,0,0,0,0,0,0,0,0,8.60617528322504426e-13,0
1929198101.28509951,9.87886618468528682e-10,3,0,0,0,0,0,0,0,0,9.71842128312322424e-13,0
1938670384.47639441,9.87884934335321982e-10,5,0,0,0,0,0,0,0,0,9.92854858758511168e-13,0
1954384252.01340437,9.87882421669992386e-10,3,0,0,0,0,0,0,0,0,9.1996832648386065e-13,0
1976694269.20802331,9.87879360003576881e-10,4,0,0,0,0,0,0,0,0,9.85310584396493371e-13,0
1982188791.16126585,9.87878680444822597e-10,15,0,0,0,0,0,0,0,0,9.61116639098159317e-13,0
1992223100.1606071,9.87877501837284911e-10,3,0,0,0,0,0,0,0,0,8.86613143246187627e-13,0
2005840889.35876966,9.87876013553317601e-10,7,0,0,0,0,0,0,0,0,9.0537878198838252e-13,0
2020705156.83969426,9.87874510843891576e-10,5,0,0,0,0,0,0,0,0,9.72137328622969906e-13,0
2024565707.98843145,9.87874138787126014e-10,17,0,0,0,0,0,0,0,0,9.48684244295150574e-13,0
2032447658.94823885,9.87873400534522943e-10,3,0,0,0,0,0,0,0,0,8.80607029049855398e-13,0
2045388711.11330748,9.87872246742103368e-10,5,0,0,0,0,0,0,0,0,9.57638333740812877e-13,0
2062208516.98828578,9.87870847611294177e-10,9,0,0,0,0,0,0,0,0,9.09117046097044388e-13,0
2067223016.67800236,9.87870451352733703e-10,15,0,0,0,0,0,0,0,0,9.00214388487389873e-13,0
2078130326.57765841,9.87869621365925811e-10,8,0,0,0,0,0,0,0,0,9.94990219458990629e-13,0
2094786003.7455864,9.87868435973580393e-10,4,0,0,0,0,0,0,0,0,9.88587681676343757e-13,0
2116094645.86349154,9.87867058095418661e-10,4,0,0,0,0,0,0,0,0,9.99255822798196205e-13,0
2121915207.43830967,9.87866707763403348e-10,15,0,0,0,0,0,0,0,0,9.14416787606033224e-13,0
2133737468.68586755,9.87866029552847789e-10,6,0,0,0,0,0,0,0,0,9.71178660477086941e-13,0
2138272905.13425326,9.87865781052677534e-10,15,0,0,0,0,0,0,0,0,9.28526793386567868e-13,0
2150450405.48484755,9.87865145233020299e-10,11,0,0,0,0,0,0,0,0,9.57050707857178053e-13,0
2155861947.91591549,9.87864877103315614e-10,16,0,0,0,0,0,0,0,0,9.06686942422497598e-13,0
2156829249.41359949,9.87864830094382081e-10,27,0,0,0,0,0,0,0,0,9.4190095321893377e-13,0
