time,Vmax,count_rhs,maxErrorFactorPSI,maxPSI,minPSI,maxS,minS,fmax,ratio_addition,KSP_iteration
0,0,0,50.0000000000000142,0.703616329184731937,0.599999999999999867,0,0,0,0,0
0.100000000000000006,1.0000000000000042e-09,0,50.0000000000000071,0.703616329184731937,0.600000187310941291,1.00000000000000314e-10,9.9998751264950267e-11,1.00744413903595804e-14,0,1
1.10000000000000009,9.99999999999984346e-10,0,50.0000000000000142,0.703616329184731937,0.600002060178822849,1.09999999999998421e-09,1.09979275460505223e-09,1.37088570225781045e-14,0,1
11.0999999999999996,9.99999999998085553e-10,0,50.0000000000000142,0.703616329184731937,0.600020765528765487,1.10999999999808344e-08,1.10790487716603341e-08,4.65415643291130642e-12,0,1
72.9004989153818883,9.99999999951679893e-10,0,50.0000000000000142,0.703616329184732825,0.600135890765552404,7.29004989137031397e-08,7.23719631888786784e-08,1.19813814429220106e-14,0,1
166.072438466795489,9.99999999765401301e-10,0,50.0000000000000142,0.703616329184734934,0.600307859386571607,1.66072438452370711e-07,1.63505951815809529e-07,1.37141999608255969e-14,0,1
252.053655236333725,9.99999999468486681e-10,0,50.0000000000000142,0.703616329184736378,0.600464829610468653,2.52053655187214618e-07,2.46238513281592681e-07,2.26498252950189962e-11,0,1
691.18327121823927,9.99999996222181626e-10,0,50.0000000000000213,0.703616329184767797,0.601242289606823577,6.91183270184983449e-07,6.49874696000819316e-07,2.24417816857021119e-14,0,1
1153.63259367928845,9.9999998994316816e-10,0,50.0000000000000142,0.7036163291848746,0.602020303794223222,1.15363258922064722e-06,1.04373650136995076e-06,4.15600888945494156e-13,0,1
1576.61849609190358,9.99999981838859078e-10,0,50.0000000000000142,0.703616329185062672,0.60269777966984639,1.5766184855875695e-06,1.3782605177072376e-06,1.54689171772022119e-14,0,1
2138.2452636654466,9.99999968016546138e-10,0,50.0000000000000213,0.703616329185498102,0.603551959334994614,2.13824523920866827e-06,1.78914403382845975e-06,1.43455147450886133e-14,0,1
2924.33777379111507,9.99999943634657463e-10,0,50.0000000000000142,0.703616329186572687,0.604670813510923111,2.9243377150961715e-06,2.30965532646370483e-06,3.13876241088108074e-13,0,1
3883.15542087521862,9.99999907260505686e-10,0,50.0000000000000142,0.7036163291888059,0.605930988301577433,3.88315529150826897e-06,2.87285757134020399e-06,5.37785361977914235e-12,0,1
