time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition,KSP_iteration
0,0,0,0,0,0,0,0.703616329184731937,0.599999999999999867,0,0,0,0,0
0.100000000000000006,1.00000000000000337e-09,4,0,0,0,0,0.703616329184731937,0.600000187310941291,9.99999997295153942e-11,9.9999372345137792e-11,2.42135667921553716e-15,0,1
1.10000000000000009,1.00000000000055055e-09,2,0,0,0,0,0.703616329184717948,0.600002060307410323,1.10000003576522724e-09,1.09987762765557423e-09,2.61512396269921051e-16,0,1
11.0999999999999996,9.99999999785356413e-10,2,0,0,0,0,0.703616329190147383,0.600020771154046062,1.1099995720617641e-08,1.10933615223434486e-08,2.10670896669397314e-15,0,1
42.5218567420998497,1.00000002079745479e-09,2,0,0,0,0,0.703616328665719992,0.600079921297707486,4.25233807770422426e-08,4.19648334059228998e-08,2.71078987900155804e-13,0,1
53.2910593654551334,1.00000003106978172e-09,6,0,0,0,0,0.703616328409352065,0.600100217696288851,5.32933560401739989e-08,5.24405531039704216e-08,8.52375434173438884e-14,0,1
67.3892159587000776,1.00000003705723118e-09,2,0,0,0,0,0.703616328259680679,0.600126572001065006,6.73919718201988372e-08,6.62632755729545467e-08,1.32599499275604833e-13,0,1
85.3442250143535404,1.00000003410275565e-09,2,0,0,0,0,0.70361632833274057,0.600159817075603841,8.53467688880093526e-08,8.40182188830590072e-08,1.63505050992715232e-14,0,1
118.157496130096064,1.00000002582038457e-09,2,0,0,0,0,0.703616328537739255,0.600220305888626515,1.18159407932366183e-07,1.1637203822675699e-07,3.96899222304808893e-13,0,1
152.700653221511374,1.00000003784180868e-09,2,0,0,0,0,0.703616328235864286,0.600284211781263455,1.52703451092087658e-07,1.49820978787192348e-07,5.83788008996676791e-14,0,1
202.897172034088413,1.00000006968790244e-09,2,0,0,0,0,0.703616327437893485,0.600376957523319543,2.02902393446288288e-07,1.97776562697584132e-07,8.20385852003849808e-13,0,1
248.297411764239655,1.00000007321254343e-09,2,0,0,0,0,0.703616327345627179,0.600459763439641248,2.4830295648592284e-07,2.41261558041022618e-07,2.31571580491796371e-13,0,1
300.198785564798641,1.00000005127726662e-09,2,0,0,0,0,0.703616327886618098,0.600553243141041748,3.00202722798499153e-07,2.91025665018042838e-07,2.30465480321046226e-13,0,1
360.163014932526551,1.00000003342134763e-09,2,0,0,0,0,0.703616328323512397,0.600660684170479686,3.60165618705420858e-07,3.47776689066743405e-07,4.33303285576059948e-13,0,1
422.810793959662021,1.00000004194647989e-09,2,0,0,0,0,0.703616328100542976,0.600772763804933163,4.22814051968371201e-07,4.05893133382019244e-07,1.67140369331685729e-14,0,1
520.309005407844325,1.00000007180377151e-09,4,0,0,0,0,0.703616327336984315,0.600945968210001236,5.20314599524972848e-07,4.94776098575145451e-07,4.48544847865732654e-14,0,1
611.575494545404126,1.00000007044464118e-09,2,0,0,0,0,0.703616327350052195,0.601105630681451952,6.11581102185324617e-07,5.77195104020339254e-07,1.98040360753436449e-13,0,1
718.515384319679583,1.00000004019482795e-09,2,0,0,0,0,0.703616328076004383,0.601289879390086712,7.18518820949750368e-07,6.72636140711780785e-07,3.46271416116389922e-13,0,1
832.513185756518283,1.0000000212819779e-09,2,0,0,0,0,0.703616328514115819,0.601484125279882931,8.3251528387277876e-07,7.72151153358274438e-07,4.06016200944998262e-13,0,1
951.201579432490234,1.00000003091474491e-09,2,0,0,0,0,0.703616328232822386,0.601684433070886482,9.51204517968426078e-07,8.73173777872503353e-07,1.57157375164105493e-14,0,1
1134.59968377810651,1.00000005793580192e-09,4,0,0,0,0,0.703616327485969806,0.601989116596536977,1.13460491632280611e-06,1.02524880186761695e-06,7.63320490598142281e-14,0,1
1305.58680021470764,1.00000005113429114e-09,2,0,0,0,0,0.703616327580399048,0.602266972487881525,1.30559178760032825e-06,1.16362631085618229e-06,1.33999471606652828e-13,0,1
