time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax
0,0,0,0,0,0,0,0,0,0,0,0
0.100000000000000006,1.00000000000000337e-09,7,0,0,0,0,0,0,0,0,4.40577665856938831e-15
1.10000000000000009,9.99999999999993031e-10,6,0,0,0,0,0,0,0,0,1.04207973132841776e-14
11.0999999999999996,9.99999999998942719e-10,6,0,0,0,0,0,0,0,0,6.92953586736235062e-15
111.099999999999994,9.99999999894824254e-10,6,0,0,0,0,0,0,0,0,1.47673140595929137e-14
825.035581528928674,9.99999994589221838e-10,6,0,0,0,0,0,0,0,0,2.59689476648179578e-09
1560.45798419814059,9.99999981886774755e-10,6,0,0,0,0,0,0,0,0,4.39362574825921261e-09
2359.77279449022035,9.99999961261295842e-10,6,0,0,0,0,0,0,0,0,6.23144403950135893e-09
3225.69660215003751,9.99999932329244196e-10,6,0,0,0,0,0,0,0,0,8.06711975152990495e-09
4163.96616921989425,9.99999894621800107e-10,6,0,0,0,0,0,0,0,0,9.90320311300190574e-09
5180.61767298551149,9.99999847623426776e-10,6,0,0,0,0,0,0,0,0,1.1739550382500584e-08
6282.15032021731895,9.99999790766531477e-10,6,0,0,0,0,0,0,0,0,1.35755374441834041e-08
7475.64274163413575,9.99999723423733285e-10,6,0,0,0,0,0,0,0,0,1.54110617838137344e-08
8768.77336935982748,9.99999644903893225e-10,6,0,0,0,0,0,0,0,0,1.72461397112414814e-08
10169.8612136865995,9.99999554447448979e-10,6,0,0,0,0,0,0,0,0,1.90807735409763731e-08
11687.9199538069206,9.99999451220888072e-10,6,0,0,0,0,0,0,0,0,2.09149351331468806e-08
13332.7159142986075,9.9999933431076819e-10,6,0,0,0,0,0,0,0,0,2.2748650180963909e-08
15114.83091559065,9.99999202717204988e-10,6,0,0,0,0,0,0,0,0,2.45819054560667562e-08
17045.7303894619545,9.99999055346785844e-10,6,0,0,0,0,0,0,0,0,2.6414701841339148e-08
19137.8371647806998,9.99998891004858468e-10,6,0,0,0,0,0,0,0,0,2.82470466774373102e-08
21404.6114234209745,9.99998708387133156e-10,6,0,0,0,0,0,0,0,0,3.00789561039724804e-08
23860.6373489579964,9.99998506070540581e-10,6,0,0,0,0,0,0,0,0,3.19104102234531389e-08
26521.7169967311638,9.99998282503277507e-10,6,0,0,0,0,0,0,0,0,3.37414348807477539e-08
29404.972009651603,9.99998035993965137e-10,6,0,0,0,0,0,0,0,0,3.55720255817214234e-08
32528.9538462885575,9.99997764699838418e-10,6,0,0,0,0,0,0,0,0,3.74022081975202481e-08
35913.7632045223945,9.99997466613882148e-10,6,0,0,0,0,0,0,0,0,3.92319840097122767e-08
39581.1794320753252,9.99997139550811292e-10,6,0,0,0,0,0,0,0,0,4.10613827370152612e-08
43554.8007513158518,9.99996781131791928e-10,6,0,0,0,0,0,0,0,0,4.28903889054773208e-08
